DropQ_0_GROUP_1,DropQ_0_1_RANK,DropQ_1_GROUP_1,DropQ_0_GROUP_2,DropQ_0_2_RANK,DropQ_1_GROUP_2,DropQ_0_GROUP_3,DropQ_0_3_RANK,DropQ_1_GROUP_3,DropQ_0_GROUP_4,DropQ_0_4_RANK,DropQ_1_GROUP_4,DropQ_0_GROUP_5,DropQ_0_5_RANK,DropQ_1_GROUP_5,DropQ_0_GROUP_6,DropQ_0_6_RANK,DropQ_1_GROUP_6,DropQ_0_GROUP_7,DropQ_0_7_RANK,DropQ_1_GROUP_7,DropQ_0_GROUP_8,DropQ_0_8_RANK,DropQ_1_GROUP_8,DropQ_0_GROUP_9,DropQ_0_9_RANK,DropQ_1_GROUP_9,PushQ_0_GROUP_1,PushQ_0_1_RANK,PushQ_1_GROUP_1,PushQ_0_GROUP_2,PushQ_0_2_RANK,PushQ_1_GROUP_2,PushQ_0_GROUP_3,PushQ_0_3_RANK,PushQ_1_GROUP_3,PushQ_0_GROUP_4,PushQ_0_4_RANK,PushQ_1_GROUP_4,PushQ_0_GROUP_5,PushQ_0_5_RANK,PushQ_1_GROUP_5,PushQ_0_GROUP_6,PushQ_0_6_RANK,PushQ_1_GROUP_6,PushQ_0_GROUP_7,PushQ_0_7_RANK,PushQ_1_GROUP_7,PushQ_0_GROUP_8,PushQ_0_8_RANK,PushQ_1_GROUP_8,PushQ_0_GROUP_9,PushQ_0_9_RANK,PushQ_1_GROUP_9,PullQ_0_GROUP_1,PullQ_0_1_RANK,PullQ_1_GROUP_1,PullQ_0_GROUP_2,PullQ_0_2_RANK,PullQ_1_GROUP_2,PullQ_0_GROUP_3,PullQ_0_3_RANK,PullQ_1_GROUP_3,PullQ_0_GROUP_4,PullQ_0_4_RANK,PullQ_1_GROUP_4,PullQ_0_GROUP_5,PullQ_0_5_RANK,PullQ_1_GROUP_5,PullQ_0_GROUP_6,PullQ_0_6_RANK,PullQ_1_GROUP_6,PullQ_0_GROUP_7,PullQ_0_7_RANK,PullQ_1_GROUP_7,PullQ_0_GROUP_8,PullQ_0_8_RANK,PullQ_1_GROUP_8,PullQ_0_GROUP_9,PullQ_0_9_RANK,PullQ_1_GROUP_9,scene,condition,CATCH2,CATCH3,invalid,ATESTQ_0_2_RANK,ATESTQ_0_4_RANK,ATESTQ_0_5_RANK,ATESTQ_1_1_RANK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),5.0,,The size of the pulled thing,3.0,,The trajectory of the pulled thing,7.0,,A person who pulled the thing,2.0,,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),8.0,,The color of the pulled thing,4.0,,The color of the other thing,9.0,,The apparent material of the pulled thing,6.0,,Pull,2000ms,To form a mental image of an audio description and to rank the order any images popped up in my mind,Color of the thing being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),6.0,,The size of the pulled thing,3.0,,,,The trajectory of the pulled thing,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pulled thing,4.0,,The color of the other thing,5.0,,,,The apparent material of the pulled thing,Pull,250ms,Answering questions about an imagined scenario. ,the color of the other thing,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the dropped thing,4.0,,The trajectory of the dropped thing,2.0,,A person who dropped the thing,1.0,,,,The type of the thing being dropped (e.g. what object was it?),,,The type of the other thing (e.g. what object was it?),,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,imagining a dropped thing nexts to another thing,the trajectory of the dropped thing,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The size of the dropped thing,4.0,,The trajectory of the dropped thing,6.0,,A person who dropped the thing,3.0,,The type of the thing being dropped (e.g. what object was it?),2.0,,,,The type of the other thing (e.g. what object was it?),,,The color of the dropped thing,,,The color of the other thing,The apparent material of the dropped thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,Imagine dropping something next to another thing,The color of the object,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the dropped thing,6.0,,The trajectory of the dropped thing,4.0,,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),1.0,,The color of the dropped thing,5.0,,,,The color of the other thing,The apparent material of the dropped thing,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,250ms,I was asked to imagine dropping and item and than I had to rank the order of my thoughts in a box of what they were and weren't.,The color of the item.,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the dropped thing,4.0,,,,The trajectory of the dropped thing,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the dropped thing,,,The color of the other thing,The apparent material of the dropped thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,I was to try and identify my thoughts about the scenario.  What did I imagine as the audio played.,The color of the dropped object.,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),6.0,,The size of the dropped thing,2.0,,,,The trajectory of the dropped thing,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),4.0,,The color of the dropped thing,3.0,,The color of the other thing,5.0,,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,To imagine an item that was dropped and rank the properties of the imagined scenerio.,The size of the dropped item.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),8.0,,The size of the pulled thing,2.0,,The trajectory of the pulled thing,7.0,,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),4.0,,The color of the pulled thing,5.0,,The color of the other thing,6.0,,,,The apparent material of the pulled thing,Pull,500ms,To image the scenario on the audio clip of something being pulled out of something else and answer the questions.,The color of the thing being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The weight of the pushed thing,3.0,,The direction of movement of the pushed thing,7.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pushed thing,The color of the other thing,6.0,,The apparent material of the pushed thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,I was asked to quickly imagine one thing being pushed by another thing.,the weight of the pushed thing,,2.0,1.0,3.0,1.0
,,The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),,,The size of the dropped thing,The trajectory of the dropped thing,4.0,,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),3.0,,The color of the dropped thing,2.0,,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,To listen to a short audio clip asking me to imagine something being dropped and drag appropriate sentences to the appropriate box in the correct order.,The color of the item being dropped.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),2.0,,The weight of the pushed thing,5.0,,The direction of movement of the pushed thing,4.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),1.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,2000ms,"My task was to listen careful to an audio selection, then complete a task in regards to what I ""imagined"" the scene to be in my minds eye. ","One of the properties I was asked to drag into the boxes was ""the color of the object pushed"" ",,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The size of the pulled thing,5.0,,The trajectory of the pulled thing,7.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pulled thing,6.0,,,,The color of the other thing,The apparent material of the pulled thing,3.0,,Pull,2000ms,Imagine pulling an item out of an object.,The type of material being pulled.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,3.0,,,,The trajectory of the pulled thing,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),4.0,,,,The color of the pulled thing,The color of the other thing,5.0,,,,The apparent material of the pulled thing,Pull,500ms,imagine this scene and write it: imagine pulling something out of another thing. then selecting the properties that came to mind and didnt come to mind at the time,the color of the item,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),3.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,1.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),2.0,,,,The type of the other thing (e.g. what object was it?),,,The color of the pushed thing,,,The color of the other thing,The apparent material of the pushed thing,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,Imagine a thing being pushed by another thing,The weight of the thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,3.0,,,,The trajectory of the pulled thing,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,,,The type of the other thing (e.g. what object was it?),The color of the pulled thing,4.0,,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,250ms,My task was to rank what I imagined after listening to a clip about a scenario.,The trajectory of the thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),2.0,,The weight of the pushed thing,5.0,,The direction of movement of the pushed thing,6.0,,A surface/table/floor,7.0,,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),4.0,,,,The color of the pushed thing,,,The color of the other thing,The apparent material of the pushed thing,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,While listening to a description form a mental image. Then drag properties associated with the mental into one of two boxes.,the weight of the item,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),5.0,,The size of the pulled thing,3.0,,The trajectory of the pulled thing,1.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),4.0,,,,The type of the other thing (e.g. what object was it?),The color of the pulled thing,6.0,,,,The color of the other thing,The apparent material of the pulled thing,2.0,,Pull,500ms,It was to imagine a description and discuss whether I was thinking of certain aspects of it.,What color the pulled item was,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,1.0,,The trajectory of the pulled thing,3.0,,A person who pulled the thing,5.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),6.0,,The color of the pulled thing,4.0,,The color of the other thing,8.0,,The apparent material of the pulled thing,7.0,,Pull,2000ms,Picturing  a scene as described and placing items into categories if I thought of it in the scene I imagined.,If I imagined the color of the item being dragged out.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,4.0,,,,The trajectory of the pulled thing,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),3.0,,,,The type of the other thing (e.g. what object was it?),The color of the pulled thing,2.0,,,,The color of the other thing,The apparent material of the pulled thing,1.0,,Pull,500ms,Listen to audio and rank things based on mental image,color of thing being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),5.0,,The size of the pulled thing,6.0,,The trajectory of the pulled thing,3.0,,A person who pulled the thing,4.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),1.0,,The color of the pulled thing,8.0,,The color of the other thing,9.0,,The apparent material of the pulled thing,7.0,,Pull,250ms,My task was to visualize what I was heard ,material of object pulled,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The size of the dropped thing,3.0,,The trajectory of the dropped thing,5.0,,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),1.0,,The color of the dropped thing,7.0,,The color of the other thing,8.0,,The apparent material of the dropped thing,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,2000ms,Imagining a scenario and recalling what aspects were thought of,Color of the object dropped,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,3.0,,,,The trajectory of the pulled thing,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pulled thing,4.0,,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,1000ms,Make a mental image of what was described and then rank in order,size of what imagined,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),2.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,3.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),4.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,"To imagine a scene from a very short audio clip, then place statements in 2 boxes where they applied",The color of the object was imagined,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the dropped thing,2.0,,The trajectory of the dropped thing,6.0,,A person who dropped the thing,5.0,,The type of the thing being dropped (e.g. what object was it?),4.0,,,,The type of the other thing (e.g. what object was it?),The color of the dropped thing,1.0,,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,I imagined dropping an item ,The color of the thing dropped,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The weight of the pushed thing,5.0,,The direction of movement of the pushed thing,2.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),4.0,,The color of the pushed thing,8.0,,The color of the other thing,7.0,,The apparent material of the pushed thing,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,"To listen to an audio asking me to picture something. In this case, something pushing something else. Then rank my mental image based on what I thought of. ",The weight of the object,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The weight of the pushed thing,8.0,,The direction of movement of the pushed thing,3.0,,A surface/table/floor,9.0,,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pushed thing,6.0,,The color of the other thing,7.0,,The apparent material of the pushed thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,I was given a prompt to imagine pushing something with something else via an audio cue,The apparent material of the object,,2.0,1.0,3.0,1.0
